actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,type,writer,year
"Joey King, Selena Gomez, John Corbett, Bridget Moynahan",1 win & 3 nominations.,USA,Elizabeth Allen Rosenbaum,"Adventure, Comedy, Family",tt0493949,6.7,"14,069",English,56,"An adventurous young girl uses her imagination to escape her reality, that is quickly spinning out of reach.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MTU0MTczM15BMl5BanBnXkFtZTcwNjYzOTI0Mw@@._V1_SX300.jpg,G,23 Jul 2010,103 min,Ramona and Beezus,movie,"Laurie Craig (screenplay), Nick Pustay (screenplay), Beverly Cleary (novels)",2010
"John Haycraft, Christopher Reeve, Anthony Hopkins, Emma Thompson",Nominated for 8 Oscars. Another 16 wins & 24 nominations.,"USA, UK",James Ivory,"Drama, Romance",tt0107943,7.9,"46,388","English, French, German",84,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDYwOThlMDAtYWUwMS00MjY5LTliMGUtZWFiYTA5MjYwZDAyXkEyXkFqcGdeQXVyNjY1NTQ0NDg@._V1_SX300.jpg,PG,19 Nov 1993,134 min,The Remains of the Day,movie,"Kazuo Ishiguro (novel), Ruth Prawer Jhabvala (screenplay)",1993
"Luis Guzmán, Burt Reynolds, Julianne Moore, Rico Bueno",Nominated for 3 Oscars. Another 29 wins & 49 nominations.,USA,Paul Thomas Anderson,Drama,tt0118749,7.9,"191,660",English,85,The story of a young man's adventures in the Californian pornography industry of the late 1970s and early 1980s.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzNzkwNjEyOF5BMl5BanBnXkFtZTgwOTY3Njc3NjE@._V1_SX300.jpg,R,31 Oct 1997,155 min,Boogie Nights,movie,Paul Thomas Anderson,1997
"Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin, Ted Levine",1 nomination.,USA,Robert Harmon,"Action, Crime, Drama",tt0107711,5.5,"17,440",English,N/A,Escaped convict Sam Gillen single handedly takes on ruthless developers determined to evict Clydie - a widow with two young children. Nobody knows who Sam is.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzNDExNDMzNV5BMl5BanBnXkFtZTcwNDY3OTUyMQ@@._V1_SX300.jpg,R,15 Jan 1993,94 min,Nowhere to Run,movie,"Joe Eszterhas (story), Richard Marquand (story), Joe Eszterhas (screenplay), Leslie Bohem (screenplay), Randy Feldman (screenplay)",1993
"Tim McGraw, Maria Bello, Alison Lohman, Ryan Kwanten",3 nominations.,"USA, UK",Michael Mayer,"Adventure, Drama, Family",tt0434215,6.2,"6,189",English,57,Young Katy claims a wild horse as her own -- an effort to prove to her father that she is capable of one day taking over the family ranch.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4OTM2MjU4M15BMl5BanBnXkFtZTcwMTA5MjA0MQ@@._V1_SX300.jpg,PG,20 Oct 2006,95 min,Flicka,movie,"Mark Rosenthal (screenplay), Lawrence Konner (screenplay), Mary O'Hara (novel)",2006
"Cécile Breccia, Michael Bailey Smith, Archie Kao, Jay Acovone",N/A,USA,Martin Weisz,Horror,tt0800069,5.1,"50,433",English,32,"A team of trainees of the National Guard brings supply to the New Mexico Desert for a group of soldiers and scientists that are installing a monitoring system in Sector 16. They do not find anybody in the camp, and they receive a blurred distress signal from the hills. Their sergeant gathers a rescue team, and they are attacked and trapped by deformed cannibals, having to fight to survive.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNTA2MzAzMF5BMl5BanBnXkFtZTYwNTkzMzc2._V1_SX300.jpg,R,23 Mar 2007,89 min,The Hills Have Eyes II,movie,"Wes Craven, Jonathan Craven, Wes Craven (characters)",2007
"Jennifer Morrison, Matthew Davis, Hart Bochner, Loretta Devine",1 win & 1 nomination.,"USA, France",John Ottman,"Horror, Mystery, Romance",tt0192731,4.1,"13,246",English,16,"Urban Legends: The Final Cut follows Amy Mayfield (Morrison), a student at Alpine University who struggles to complete her thesis film on urban legends - only to have her crew members fall prey to fatal 'accidents.' Suspicious, Amy investigates and discovers a much more sinister hand at work. Now she must unmask the killer before she, too, becomes an urban legend.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjc4MzA0MDQtMjI1Ni00MjAxLWJjNjctZTI5OTk3YTQ4ODQ2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,22 Sep 2000,97 min,Urban Legends: Final Cut,movie,"Silvio Horta (characters), Paul Harris Boardman, Scott Derrickson",2000
"Alexis Bledel, William Hurt, Sissy Spacek, Jonathan Jackson",1 win & 3 nominations.,USA,Jay Russell,"Drama, Romance, Family",tt0283084,6.7,"18,162","English, French",66,A young woman meets and falls in love with a young man who is part of a family of immortals.,https://images-na.ssl-images-amazon.com/images/M/MV5BYmU2NjI0ZTktM2E2Ni00YTMxLTg2NDMtMmIyYTQ4NTY0MWQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,PG,11 Oct 2002,90 min,Tuck Everlasting,movie,"Natalie Babbitt (novel), Jeffrey Lieber (screenplay), James V. Hart (screenplay)",2002
"John Cena, Robert Patrick, Kelly Carlson, Anthony Ray Parker",N/A,USA,John Bonito,"Action, Drama, Thriller",tt0419946,4.7,"27,750","English, Arabic",45,"John Triton is a heroic Marine who returns home after being discharged--against his will--from the Iraq War. Stateside, he finds himself back in action, when a group of murderous diamond thieves on the run led by a merciless criminal named Rome has kidnapped his wife and John goes on a chase through the South Carolinian wilderness to retrieve her. With everything on the line, the Marine will stop at nothing to carry out his toughest and most important mission.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0ODc5NzE3Nl5BMl5BanBnXkFtZTcwMDkxNzczMQ@@._V1_SX300.jpg,PG-13,13 Oct 2006,92 min,The Marine,movie,"Michelle Gallagher (story), Michelle Gallagher (screenplay), Alan B. McElroy (screenplay)",2006
"Jordan Peele, Keegan-Michael Key, Tiffany Haddish, Method Man",1 win & 2 nominations.,USA,Peter Atencio,"Action, Comedy",tt4139124,6.3,"23,313",English,63,"Rell's life is changed forever when a cute kitten comes to his door, and he names it Keanu. Unfortunately, one weekend later, Keanu is abducted by persons unknown. Now Rell and his cousin, Clarence, are men on a mission to find Keanu against the odds. Unfortunately, those odds prove to be perilously high as they find Keanu in the care of the ruthless gangster, Cheddar, and he will only part with him for a price. Now for that cute kitten, these two middle class bumblers find themselves neck deep in a dangerous alien world of drugs and gang violence with only their desperate audacity, creativity and sheer dumb luck giving them a chance to survive.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwODA0NzQxMl5BMl5BanBnXkFtZTgwNzUyMjY3ODE@._V1_SX300.jpg,R,29 Apr 2016,100 min,Keanu,movie,"Jordan Peele, Alex Rubens",2016
"Gwyneth Paltrow, Tim McGraw, Garrett Hedlund, Leighton Meester",Nominated for 1 Oscar. Another 1 win & 6 nominations.,USA,Shana Feste,"Drama, Music",tt1555064,6.3,"14,995",English,45,"A drama centered on a rising country-music songwriter (Hedlund) who sparks with a fallen star (Paltrow). Together, they mount his ascent and her comeback, which leads to romantic complications involving her husband/manager (McGraw) and a beauty queen-turned-singer (Meester).",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMjQ0NjE3OV5BMl5BanBnXkFtZTcwODIxNDEwNA@@._V1_SX300.jpg,PG-13,07 Jan 2011,117 min,Country Strong,movie,Shana Feste,2010
"James Marsden, Katie Holmes, Tobias Mehler, Nick Stahl",1 win & 1 nomination.,"Australia, USA, Canada",David Nutter,"Horror, Mystery, Sci-Fi",tt0134619,5.5,"17,644",English,N/A,"After the suicide of the teenager Allen Clark, his family decides to move from Chicago to the quiet Cradle Bay Island seeking a peaceful life for the siblings Steve and Lindsay Clark. When Steve joins the local high-school, the outcast Gavin Strick befriends Steve and introduces his also rejected friend Rachel Wagner to the newcomer. Gavin exposes to Steve in the refectory the punks, the nerds and the different tribes of the school and he defends the weird theory that a sinister force changes the behavior of the annoyingly perfect &quot;Blue Ribbons&quot;, a group of good students that wear identical jackets and gather in the Yogurt Shoppe. Further he tells that he had witnessed the blue ribbon Andy Efkin killing their schoolmate Mary Jo that is missing and the local Officer Cox covering the murder. Steve does not believe on Gavin words, but when his friend is submitted to the treatment of Dr. Edgar Caldicott and immediately changes his behavior, joining the Blue Ribbons, Steve and Rachel decides to investigate the mystery discovering the dark secret of the perfect behavior.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjcxNGQ2MTktZGI0OC00YTA3LWFlMWUtYzA5NDM5Y2E5NzU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,24 Jul 1998,84 min,Disturbing Behavior,movie,Scott Rosenberg,1998
"Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang",Won 3 Oscars. Another 80 wins & 121 nominations.,"USA, UK",James Cameron,"Action, Adventure, Fantasy",tt0499549,7.9,"899,776","English, Spanish",83,"When his brother is killed in a robbery, paraplegic Marine Jake Sully decides to take his place in a mission on the distant world of Pandora. There he learns of greedy corporate figurehead Parker Selfridge's intentions of driving off the native humanoid &quot;Na'vi&quot; in order to mine for the precious material scattered throughout their rich woodland. In exchange for the spinal surgery that will fix his legs, Jake gathers intel for the cooperating military unit spearheaded by gung-ho Colonel Quaritch, while simultaneously attempting to infiltrate the Na'vi people with the use of an &quot;avatar&quot; identity. While Jake begins to bond with the native tribe and quickly falls in love with the beautiful alien Neytiri, the restless Colonel moves forward with his ruthless extermination tactics, forcing the soldier to take a stand - and fight back in an epic battle for the fate of Pandora.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_SX300.jpg,PG-13,18 Dec 2009,162 min,Avatar,movie,James Cameron,2009
"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",Nominated for 2 Oscars. Another 20 wins & 41 nominations.,USA,Gore Verbinski,"Action, Adventure, Fantasy",tt0449088,7.1,"479,487",English,50,"After Elizabeth, Will, and Captain Barbossa rescue Captain Jack Sparrow from the the land of the dead, they must face their foes, Davy Jones and Lord Cutler Beckett. Beckett, now with control of Jones' heart, forms a dark alliance with him in order to rule the seas and wipe out the last of the Pirates. Now, Jack, Barbossa, Will, Elizabeth, Tia Dalma, and crew must call the Pirate Lords from the four corners of the globe, including the infamous Sao Feng, to gathering. The Pirate Lords want to release the goddess Calypso, Davy Jones's damned lover, from the trap they sent her to out of fear, in which the Pirate Lords must combine the 9 pieces that bound her by ritual to undo it and release her in hopes that she will help them fight. With this, all pirates will stand together and will make their final stand for freedom against Beckett, Jones, Norrington, the Flying Dutchman, and the entire East India Trading Company.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyNjkxNzEyMl5BMl5BanBnXkFtZTYwMjc3MDE3._V1_SX300.jpg,PG-13,25 May 2007,169 min,Pirates of the Caribbean: At World's End,movie,"Ted Elliott, Terry Rossio, Ted Elliott (characters), Terry Rossio (characters), Stuart Beattie (characters), Jay Wolpert (characters)",2007
"Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes",Won 1 Oscar. Another 7 wins & 29 nominations.,"UK, USA",Sam Mendes,"Action, Adventure, Thriller",tt2379713,6.8,"289,058","English, Spanish, Italian, German, French",60,"A cryptic message from the past sends James Bond on a rogue mission to Mexico City and eventually Rome, where he meets Lucia, the beautiful and forbidden widow of an infamous criminal. Bond infiltrates a secret meeting and uncovers the existence of the sinister organisation known as SPECTRE. Meanwhile back in London, Max Denbigh, the new head of the Centre of National Security, questions Bond's actions and challenges the relevance of MI6 led by M. Bond covertly enlists Moneypenny and Q to help him seek out Madeleine Swann, the daughter of his old nemesis Mr White, who may hold the clue to untangling the web of SPECTRE. As the daughter of the assassin, she understands Bond in a way most others cannot. As Bond ventures towards the heart of SPECTRE, he learns a chilling connection between himself and the enemy he seeks.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2Nzg4MzkwOF5BMl5BanBnXkFtZTgwNzA0OTE3NjE@._V1_SX300.jpg,PG-13,06 Nov 2015,148 min,Spectre,movie,"John Logan (screenplay), Neal Purvis (screenplay), Robert Wade (screenplay), Jez Butterworth (screenplay), John Logan (story), Neal Purvis (story), Robert Wade (story), Ian Fleming (characters)",2015
"Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt",Nominated for 1 BAFTA Film Award. Another 38 wins & 96 nominations.,"USA, UK",Christopher Nolan,"Action, Thriller",tt1345836,8.5,"1,171,737","English, Arabic",78,"Despite his tarnished reputation after the events of The Dark Knight, in which he took the rap for Dent's crimes, Batman feels compelled to intervene to assist the city and its police force which is struggling to cope with Bane's plans to destroy the city.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX300.jpg,PG-13,20 Jul 2012,164 min,The Dark Knight Rises,movie,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)",2012
"J.J. Abrams, John Boyega, Adam Driver, Carrie Fisher",N/A,USA,N/A,"Documentary, Short",tt5613052,7.3,24,English,N/A,N/A,N/A,N/A,05 Apr 2016,4 min,Star Wars: Episode VII - The Force Awakens: The Story Awakens - The Table Read,movie,N/A,2016
"Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe",2 wins & 7 nominations.,USA,Andrew Stanton,"Action, Adventure, Sci-Fi",tt0401729,6.6,"214,656",English,51,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjkyOTI5MDA0Ml5BMl5BanBnXkFtZTcwOTU3NzExNw@@._V1_SX300.jpg,PG-13,09 Mar 2012,132 min,John Carter,movie,"Andrew Stanton (screenplay), Mark Andrews (screenplay), Michael Chabon (screenplay), Edgar Rice Burroughs (based on the story &quot;A Princess of Mars&quot; by)",2012
"Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church",Nominated for 1 BAFTA Film Award. Another 3 wins & 31 nominations.,USA,Sam Raimi,"Action, Adventure",tt0413300,6.2,"389,140","English, French",59,"Peter Parker has finally managed to piece together the once-broken parts of his life, maintaining a balance between his relationship with Mary-Jane and his responsibility as Spider-Man. But more challenges arise for our young hero. Peter's old friend Harry Obsourne has set out for revenge against Peter; taking up the mantle of his late father's persona as The New Goblin, and Peter must also capture Uncle Ben's real killer, Flint Marko, who has been transformed into his toughest foe yet, the Sandman. All hope seems lost when suddenly Peter's suit turns jet-black and greatly amplifies his powers. But it also begins to greatly amplify the much darker qualities of Peter's personality that he begins to lose himself to. Peter has to reach deep inside himself to free the compassionate hero he used to be if he is to ever conquer the darkness within and face not only his greatest enemies, but also...himself.",https://images-na.ssl-images-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,PG-13,04 May 2007,139 min,Spider-Man 3,movie,"Sam Raimi (screenplay), Ivan Raimi (screenplay), Alvin Sargent (screenplay), Sam Raimi (screen story), Ivan Raimi (screen story), Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book)",2007
